AverageTime,minimum,maximum,imagesize,vmType,noVMreq,CPUUtilization,MemoryUtilization,NetworkUtil
8.55,7.26,9.84,12.7,1,7,62.72,12.73934324,0.0018608
12.32666667,11.41,13.35,12.7,2,11,100.2062,42.16781295,0.0028704
102.04,102.04,102.04,894.56,4,3,99.9917,45.08093524,0.0018496
13.03,5.74,17.08,12.7,1,13,99.9917,41.79475969,0.0018344
16.31,16,16.71,12.7,2,13,28.8948,8.027903459,0.0081872
105.39,105.39,105.39,894.56,4,4,99.9854,38.01981596,0.0077224
10.54,10.54,10.54,12.7,1,2,37.716,12.67510092,0.0018064
12.34,9.34,14.19,12.7,2,11,100.0371,51.57135339,0.0024376
77.41,77.41,77.41,572.49,3,7,96.7229,73.0627102,95.8764512
100.55,100.55,100.55,894.56,4,1,99.9895,66.5829704,0.0042152
7.52,7.52,7.52,12.7,1,4,71.9889,22.47927625,0.001836
8.48,7.65,9.31,12.7,2,7,99.9105,23.10897894,0.0023232
85.78666667,85.38,86.17,572.49,3,10,28.6685,7.662576006,95.3909136
107.29,107.29,107.29,894.56,4,2,29.7612,12.08491304,0.008064
14.53,8.03,19.13,12.7,1,15,99.9917,19.24282638,0.0018944
7.92,7.92,7.92,12.7,1,3,99.9917,15.92355779,0.0019176
5.98,5.98,5.98,12.7,2,1,99.8501,26.28576293,0.0023592
84.955,84.39,85.52,572.49,3,9,98.0989,26.40413513,95.0414976
103.55,103.55,103.55,894.56,4,3,99.9875,39.51992705,0.0062928
15.825,14.4,17.6,12.7,1,13,72.1206,29.82484802,0.00192
6.885,6.45,7.32,12.7,2,8,99.5128,66.83866025,0.0088704
87.325,86.72,87.93,572.49,3,7,30.3564,7.636864315,96.00238
106.35,106.35,106.35,894.56,4,3,28.0945,10.11264181,0.005796
16.4125,14.91,17.99,12.7,1,13,99.9916,29.00997195,0.0018072
9.4,9.4,9.4,12.7,2,7,27.4039,8.587015867,0.0075216
79.17,79.17,79.17,572.49,3,4,98.176,45.90230689,96.838356
108.05,108.05,108.05,894.56,4,4,100.1897,50.52462922,0.00428
12.66,7.6,16.6,12.7,1,15,99.9896,41.87890704,0.001788
8.495,6.32,10.67,12.7,2,8,66.2973,11.96870604,0.011052
72.9,72.9,72.9,572.49,3,2,67.599,11.02468101,97.6559008
102.67,102.67,102.67,894.56,4,1,99.9896,18.03971607,0.003996
16.46,13.89,19.64,12.7,1,16,75.2168,46.65124293,0.0020208
6.4,6.4,6.4,12.7,2,1,99.6772,50.8983468,0.01004
102.0266667,100.52,103.88,572.49,3,9,27.4944,6.996507885,96.0137408
117.565,117.52,117.61,894.56,4,5,29.4558,12.14472656,0.008244
7.27,7.27,7.27,12.7,1,1,99.9334,63.94256427,0.0019968
10.94666667,8.41,14.47,12.7,2,11,27.4463,65.21884832,0.002324
92.46,91.88,93.27,572.49,3,10,97.6885,53.78177147,97.086684
105.81,105.81,105.81,894.56,4,3,100.4852,63.99721084,0.0081624
11.9575,7.6,17.99,12.7,1,14,99.9917,45.17460453,0.001916
6.12,6.12,6.12,12.7,2,1,99.0567,30.92117484,0.0085976
101.51,101.51,101.51,894.56,4,1,99.9959,71.08780629,0.0017808
7.91,7.26,8.56,12.7,1,7,73.1535,60.88454614,0.0021176
7.15,6.23,8.07,12.7,2,6,99.8771,56.06560935,0.0026336
102.74,102.74,102.74,894.56,4,4,28.5298,6.225206364,0.001864
8.28,8.28,8.28,12.7,1,4,100.0749,67.81221067,0.0019744
12.93,10.86,14.28,12.7,2,11,28.049,68.38399439,0.002352
86.22,84.2,88.24,572.49,3,6,96.7109,27.90318823,98.4229504
105.85,105.85,105.85,894.56,4,2,100.198,52.53363495,0.0063592
11.25,10.74,11.76,12.7,1,8,99.9916,64.60988722,0.0019416
10.285,9.44,11.13,12.7,2,6,100.2853,47.35771163,0.0027976
81.32,81.32,81.32,572.49,3,5,97.6303,53.21845169,98.1074416
109.1,109.09,109.11,894.56,4,5,99.9521,34.19994444,0.0041704
15.2725,13.53,17.08,12.7,1,15,18.7791,9.502770342,0.002084
9.196666667,8.34,10.61,12.7,2,9,27.4506,11.92286788,0.0076832
15.48,15.48,15.48,12.7,1,1,87.5227,14.60955505,0.001784
10.95,10.95,10.95,12.7,2,4,100.0604,51.41125198,0.0026624
74.54,74.54,74.54,572.49,3,5,98.2653,51.52381751,49.00092
102.52,102.52,102.52,894.56,4,3,99.9834,30.02456266,0.0042032
19.928,13.21,23.4,12.7,1,18,27.577,11.85670641,0.0020216
11.23666667,5.88,15.62,12.7,2,11,41.2984,14.89887924,0.0149456
102.51,102.51,102.51,894.56,4,1,55.6499,5.397560563,0.0017272
6.71,6.71,6.71,12.7,1,1,99.9917,44.3863013,0.0019592
14.64333333,12.93,16.95,12.7,2,12,27.1728,45.00739242,0.002392
74.35,74.35,74.35,572.49,3,4,97.3532,31.97508353,48.4631752
108.71,108.71,108.71,894.56,4,4,99.7315,43.04631623,0.0038008
9.185,8.88,9.49,12.7,1,5,99.9916,21.68196779,0.0019088
10.90333333,9.16,11.98,12.7,2,10,100.1765,55.2875908,0.002732
102.01,102.01,102.01,894.56,4,2,99.9896,37.92235758,0.0018376
19.68,16.55,21.59,12.7,1,15,73.5252,41.12219598,0.0019968
8.52,7.33,9.71,12.7,2,7,99.871,63.12372687,0.0065144
85.16333333,78.03,90.73,572.49,3,10,29.2875,6.909161949,49.523044
106.4,106.4,106.4,894.56,4,1,75.2924,11.30374512,0.0080968
16.1225,10.99,19.67,12.7,1,13,87.5223,15.26189387,0.0017816
6.11,6.11,6.11,12.7,2,3,25.0981,7.259775917,0.0054448
84.9,84.06,85.74,572.49,3,8,98.4568,64.46496678,48.8380992
115.155,113.72,116.59,894.56,4,5,100.3186,32.09643287,0.0057472
8.68,8.68,8.68,12.7,1,3,99.9896,31.44948243,0.001824
10.16333333,7.9,13.23,12.7,2,9,99.9854,28.5635235,0.0023208
75.04,75.04,75.04,572.49,3,4,97.6305,33.67928885,48.7085088
101.41,101.41,101.41,894.56,4,2,99.9979,43.17322618,0.004052
17.524,9.17,23.75,12.7,1,17,73.7638,18.55481105,0.0021064
6.6,6.6,6.6,12.7,2,3,99.0004,21.66577803,0.0118784
77.27,77.27,77.27,572.49,3,3,29.233,6.253649153,49.2250832
102.32,102.32,102.32,894.56,4,1,26.8654,7.443153174,0.0041872
14.06,12.99,14.61,12.7,1,10,99.9937,24.94777082,0.0019496
10.605,10.48,10.73,12.7,2,6,26.7869,6.647370186,0.0036008
90.575,90.19,90.96,572.49,3,8,97.8892,52.35943517,49.5962744
115.9,115.72,116.08,894.56,4,5,100.0458,35.45701239,0.00576
22.722,18.78,26.47,12.7,1,20,99.9917,44.42050154,0.0018296
5.64,5.64,5.64,12.7,2,4,41.1556,11.78732175,0.0154816
75.015,72.33,77.7,572.49,3,10,40.9961,9.512316884,49.8035496
101.49,101.49,101.49,894.56,4,1,99.948,61.3151493,0.0061904
16.942,11.59,20.63,12.7,1,18,36.5905,15.21608031,0.0019624
83.09,81.86,84.04,572.49,3,10,15.793,5.485078731,48.6811512
116.2,114.66,117.74,894.56,4,5,75.1011,11.40223689,0.0083008
7.76,7.2,8.32,12.7,1,7,99.8876,59.91111874,0.001864
8.18,7.33,9.03,12.7,2,7,27.9625,61.89520013,0.0024088
83.47,82.15,84.79,572.49,3,8,98.5854,58.94246462,48.472348
115.55,114.25,116.85,894.56,4,5,100.0542,32.2911774,0.0060408
26.4725,8.94,66.47,12.7,1,13,62.7341,18.48148967,0.0018512
13.0675,10.86,15.82,12.7,2,13,100.0104,50.20558281,0.0075664
76.64,76.64,76.64,572.49,3,7,97.0577,50.6774723,47.989772
101.92,101.92,101.92,894.56,4,2,99.9833,36.72534919,0.0043
7.73,7.73,7.73,12.7,1,3,72.664,49.65869883,0.0020168
5.98,5.98,5.98,12.7,2,1,99.9438,61.25609853,0.0025456
80.845,79.73,81.96,572.49,3,7,28.7222,6.337550461,49.349996
16.702,12.35,24.59,12.7,1,18,75.0905,8.948185161,0.0018152
8.795,7.02,10.57,12.7,2,7,24.3245,8.561377989,0.0120152
88.50333333,86.87,91.66,572.49,3,9,98.0739,32.98777969,48.8843424
114.315,112.98,115.65,894.56,4,5,89.2218,18.12172284,0.008252
8.74,8.29,9.19,12.7,1,6,99.9938,21.87282481,0.001804
7.91,7.91,7.91,12.7,2,4,51.3738,16.55291601,0.0025312
74.81,74.81,74.81,572.49,3,4,52.1767,16.05949759,49.0252296
101.22,101.22,101.22,894.56,4,2,63.3234,17.34185895,0.0042664
7.465,6.34,8.59,12.7,1,6,72.4478,46.22927595,0.0021352
7.83,7.83,7.83,12.7,2,5,99.9062,45.74683113,0.002424
76.7,76.7,76.7,572.49,3,2,27.633,6.346358868,48.9991768
109.32,109.32,109.32,894.56,4,1,28.1804,7.599121029,0.0039272
5.53,5.53,5.53,12.7,1,3,62.7513,18.5336758,0.0019584
107.42,107.42,107.42,894.56,4,1,99.9916,25.0715314,0.001884
17.376,10.2,24.17,12.7,1,20,37.7057,12.08277245,0.001864
11.42666667,7.64,13.72,12.7,2,12,91.6077,18.47683943,0.0168168
74.65,74.65,74.65,572.49,3,4,89.9,17.61218847,48.4845168
102.7,102.7,102.7,894.56,4,2,99.9063,56.30481419,0.0038328
17.154,7.96,24.22,12.7,1,19,27.833,8.886206453,0.0019304
5.36,5.36,5.36,12.7,2,3,42.3758,11.91137758,0.015596
74.71,74.71,74.71,572.49,3,6,13.1455,6.374358776,49.2181728
106.75,106.75,106.75,894.56,4,3,40.5399,7.606748421,0.004012
16.76,15.31,18.19,12.7,1,13,62.6898,8.947643862,0.0018008
10.62,10,11.24,12.7,2,10,18.5896,7.97967866,0.0077456
79.22,78.84,79.6,572.49,3,7,98.1783,58.94187411,49.4228952
109.62,109.62,109.62,894.56,4,4,88.9976,29.04648502,0.006348
9.715,9.08,10.35,12.7,1,7,99.9916,28.32645925,0.0018752
15.9025,14.26,19.11,12.7,2,13,64.0795,13.36247653,0.0026024
75.01,75.01,75.01,572.49,3,6,70.1319,15.04439019,49.5404632
102.68,102.68,102.68,894.56,4,3,99.9833,40.12261401,0.0042984
5.91,5.91,5.91,12.7,1,2,74.1934,45.11215833,0.0019944
5.82,5.82,5.82,12.7,2,3,99.8854,64.54384877,0.0024304
93.74333333,93.01,94.56,572.49,3,9,27.5615,6.357160238,48.1542032
106.9,106.9,106.9,894.56,4,2,29.7341,11.50766713,0.0083696
12.35,5.48,17.58,12.7,1,18,100.025,25.09916224,0.0018744
11.155,9.6,12.71,12.7,2,10,30.0299,8.571810293,0.0132088
73.57,73.57,73.57,572.49,3,3,98.1843,39.58446463,49.1458192
106.45,106.45,106.45,894.56,4,3,97.3302,40.14128882,0.0042824
12.405,11.15,13.66,12.7,1,7,99.9937,60.80529508,0.001852
7.715,7.14,8.29,12.7,2,5,100.0187,29.57772054,0.0028344
81.965,81.62,82.31,572.49,3,10,98.5423,29.8143173,49.4290136
108.855,108.31,109.4,894.56,4,5,51.2947,12.90972933,0.0063664
12.24333333,9.95,14.65,12.7,1,11,73.2529,47.1076562,0.0019704
12.7975,6.4,18.75,12.7,2,15,100.0333,59.38957739,0.0032464
88.745,88.54,88.95,572.49,3,10,32.5484,8.541842025,49.63316
107.11,107.11,107.11,894.56,4,4,76.2601,9.554833441,0.0062456
13.4925,10.07,16.72,12.7,1,14,100.2748,67.29955153,0.0018928
76.57,76.57,76.57,572.49,3,4,98.5607,57.63070089,48.2076664
106.55,106.55,106.55,894.56,4,4,99.9543,36.90031171,0.0044712
10.04,10.04,10.04,12.7,1,3,62.6669,8.991218412,0.0019048
11.6375,6.11,15.66,12.7,2,15,99.9147,30.86005729,0.002376
90.495,90.05,90.94,572.49,3,10,96.9951,34.52164814,49.6183328
101.92,101.92,101.92,894.56,4,3,99.8126,32.3575357,0.0066136
13.24666667,12.69,13.81,12.7,1,12,56.8359,18.63972114,0.0019832
13.4975,11.49,14.95,12.7,2,13,77.0667,20.49307888,0.003996
86.465,86,86.93,572.49,3,8,27.1545,8.49922705,48.4936944
108.07,108.07,108.07,894.56,4,1,73.7425,9.629778715,0.0065128
8.735,8.38,9.09,12.7,1,8,99.9917,31.56977378,0.0018152
82.08,80.38,83.78,572.49,3,6,98.7047,60.81070807,48.1359056
108.12,108.12,108.12,894.56,4,2,100.4519,64.80733824,0.0065088
12.265,7.44,16.28,12.7,1,14,99.9916,60.75116521,0.001796
8.58,8.38,8.78,12.7,2,7,99.3337,34.00332997,0.0092128
101.02,101.02,101.02,894.56,4,1,99.9938,21.99274709,0.0020616
9.415,8.07,10.76,12.7,1,7,73.6761,53.04112714,0.0019992
7.655,6.67,8.64,12.7,2,5,99.9126,49.02316488,0.0022824
76.41,76.41,76.41,572.49,3,5,27.7345,7.196763821,47.9744736
107.11,107.11,107.11,894.56,4,1,25.3887,7.635609486,0.0047832
9.18,9.01,9.35,12.7,1,5,99.9917,51.05682431,0.0018368
16.44,13.29,19.1,12.7,2,12,100.1689,35.16859857,0.0027192
72.66,72.66,72.66,572.49,3,1,97.2241,56.50032146,48.6437136
102.19,102.19,102.19,894.56,4,2,99.9896,36.90427304,0.0044528
10.43333333,7.95,12.2,12.7,1,10,73.7798,59.30092742,0.0019704
14.93,13.06,16.11,12.7,2,11,99.8916,69.13354554,0.003996
19.24,17.55,20.44,12.7,1,12,72.5598,36.57255532,0.0013704
8.05,8.05,8.05,12.7,2,7,99.1567,39.98133503,0.0072808
76.41,76.41,76.41,572.49,3,1,28.9488,6.418597647,94.778836
101.74,101.74,101.74,894.56,4,1,28.5023,7.71970763,0.0043592
22.796,13.76,26.64,12.7,1,20,62.7673,18.70448016,0.001884
15.75,12.79,18.57,12.7,2,15,22.1799,8.70098386,0.0145856
83.725,82.86,84.59,572.49,3,5,98.0136,27.87304773,96.30546
110.85,110.83,110.87,894.56,4,5,64.5,16.37300799,0.004444
14.5675,10.73,17.82,12.7,1,14,99.9875,67.43391665,0.0017888
5.45,5.45,5.45,12.7,2,3,66.0374,11.61285132,0.0083176
103.54,103.54,103.54,894.56,4,2,99.9916,25.38681332,0.0021032
16.375,8.48,20.89,12.7,1,16,73.9016,34.97823364,0.0019296
8.13,8.13,8.13,12.7,2,5,99.0775,37.43843649,0.0123744
75.36,75.36,75.36,572.49,3,2,28.0362,6.582783403,96.7736832
106.34,106.34,106.34,894.56,4,3,26.9505,7.795809314,0.0044808
10.39,9.81,10.97,12.7,1,7,99.9916,54.40195222,0.0018536
11.12333333,9.46,12.91,12.7,2,10,28.2534,55.66659835,0.0028664
76.52,76.52,76.52,572.49,3,2,97.3084,65.6002425,97.8876544
109.09,109.09,109.09,894.56,4,3,99.9229,30.64543234,0.0041296
11.955,11.41,12.5,12.7,1,8,99.9917,51.19367448,0.001936
7,7,7,12.7,2,2,100.0749,36.36486882,0.0029072
85.535,85.26,85.81,572.49,3,7,97.8866,35.85887751,97.0126552
100.84,100.84,100.84,894.56,4,2,99.9667,26.08939451,0.006592
21.904,11.89,25.55,12.7,1,19,73.6753,44.74683088,0.0020776
6.9,6.9,6.9,12.7,2,4,99.0253,50.99841326,0.0164024
76.21,76.21,76.21,572.49,3,2,27.5794,6.538642949,97.1079832
119.925,118.41,121.44,894.56,4,5,26.5165,7.809021925,0.004324
13.58333333,10.19,17,12.7,1,12,100.0062,35.067917,0.0018816
7.915,7.82,8.01,12.7,2,7,27.0877,7.662280752,0.0056056
107.14,107.14,107.14,894.56,4,2,87.6071,22.07411413,0.00198
19.94,12.11,25.33,12.7,1,20,99.9896,38.36966719,0.0018528
9.735,6.3,14.7,12.7,2,14,99.1605,70.4915411,0.01494
74.14,74.14,74.14,572.49,3,4,97.9429,70.4756712,94.1995488
107.91,107.75,108.07,894.56,4,5,75.9361,11.20653279,0.0032448
6.835,6.38,7.29,12.7,1,7,47.0192,9.226781789,0.0019744
6.92,6.92,6.92,12.7,2,4,64.3695,10.4266689,0.0035688
107.16,107.16,107.16,894.56,4,2,26.6494,9.877250665,0.0066208
14.31333333,11.91,15.54,12.7,1,12,99.9875,51.24512247,0.0018192
6.57,6.57,6.57,12.7,2,4,29.4617,7.710579364,0.006264
76.05,76.05,76.05,572.49,3,3,98.4116,58.51523227,96.4061984
116.41,114.64,118.18,894.56,4,5,100.0104,27.46906662,0.0042392
19.535,17.78,21.23,12.7,1,13,99.9875,35.13063384,0.0018704
10.87333333,7.63,13.29,12.7,2,10,100.0423,63.41553611,0.0086768
77.88,77.75,78.01,572.49,3,5,96.9791,63.04777281,96.0518624
106.68,106.42,106.94,894.56,4,5,64.21,13.22892336,0.006332
18.52,12.67,21.46,12.7,1,16,73.8462,64.13851442,0.0019904
9.02,8.95,9.09,12.7,2,7,99.4357,70.07447041,0.0110064
82.025,79.87,84.18,572.49,3,5,28.7562,7.382773758,96.0664432
107.53,107.53,107.53,894.56,4,1,37.6447,9.90276552,0.0062824
6.98,6.98,6.98,12.7,1,2,99.9895,54.54918548,0.001788
5.87,5.87,5.87,12.7,2,1,28.1864,55.18164387,0.002728
106.8,106.8,106.8,894.56,4,3,100.4934,38.7281792,0.001872
18.86,9.13,24.28,12.7,1,17,99.9896,38.36878143,0.0019408
5.62,5.62,5.62,12.7,2,1,99.4337,31.64678583,0.011844
75.74,75.74,75.74,572.49,3,5,98.4235,29.39933799,96.3502416
102.49,102.49,102.49,894.56,4,1,99.9854,30.60618818,0.0041632
13.89,9.02,18.47,12.7,1,15,27.7001,9.24892583,0.0020152
5.68,5.68,5.68,12.7,2,4,40.6478,11.09564036,0.0108584
86.255,85.9,86.61,572.49,3,8,13.4913,6.72494814,96.4246456
108.03,108.03,108.03,894.56,4,4,26.8964,9.971953343,0.006464
17.7,8.38,23.83,12.7,1,20,99.9916,25.46830339,0.0019712
10.56,8.84,12.28,12.7,2,8,28.6055,8.963021667,0.0155504
80.01,79.23,80.79,572.49,3,7,97.6137,59.30456888,96.0780672
106.43,106.43,106.43,894.56,4,3,99.9896,26.33044468,0.0064504
15.44666667,13.34,16.64,12.7,1,12,99.9854,22.23168128,0.0018984
10.72,8.15,14.43,12.7,2,11,89.6804,23.50329048,0.0060144
75.29,75.29,75.29,572.49,3,4,91.6225,24.40435608,95.2891912
101.79,101.79,101.79,894.56,4,3,99.9751,69.51858119,0.0041432
8.7,8.7,8.7,12.7,1,4,75.0068,50.28271788,0.0019384
6.2,6.2,6.2,12.7,2,2,100.0521,60.48245958,0.0027616
92.95,90.37,95.13,572.49,3,9,28.462,6.755088639,98.1057544
102.09,102.09,102.09,894.56,4,4,26.8183,12.01053367,0.0084416
15.825,13.01,17.07,12.7,1,16,37.7256,12.46077122,0.001804
5.7,5.7,5.7,12.7,2,2,12.9633,8.356274969,0.0096344
107.68,107.68,107.68,894.56,4,3,100.2374,57.8921728,0.0020368
14.724,8.32,17.93,12.7,1,17,99.9896,54.67511126,0.0015432
16.99,14.23,18.58,12.7,2,15,99.3129,22.0826765,0.013144
82.755,82.11,83.4,572.49,3,7,97.6489,21.95650468,95.5992064
102.89,102.89,102.89,894.56,4,2,99.9126,48.90695788,0.00482
7.69,7.18,8.2,12.7,1,5,73.9805,57.60872908,0.0020632
7.365,6.23,8.5,12.7,2,5,99.8876,59.02968753,0.0028256
88.46333333,86.37,89.8,572.49,3,10,27.7683,7.449033646,95.920288
108.26,108.26,108.26,894.56,4,1,21.6958,11.94301896,0.0084952
8.38,7.18,9.58,12.7,1,6,99.9958,28.81859824,0.0019528
6.55,6.46,6.64,12.7,2,5,26.2597,30.05859067,0.0028312
81.16,81.16,81.16,572.49,3,6,97.6403,63.78128184,96.6159968
105.73,105.73,105.73,894.56,4,3,100.354,66.40003602,0.0038208
13.25333333,12.54,13.65,12.7,1,10,99.9896,61.15952591,0.0018912
5.97,5.97,5.97,12.7,2,3,40.1332,13.13690258,0.0031888
75.655,75.07,76.24,572.49,3,7,41.3555,13.2384453,95.451244
102.21,102.21,102.21,894.56,4,1,99.9583,74.80989957,0.0067512
10.15,7.33,12.97,12.7,1,7,73.9602,45.55668764,0.0020632
9.375,8.39,10.36,12.7,2,7,99.8751,68.88430207,0.003128
86.82,86.58,87.06,572.49,3,8,28.3423,7.521739911,94.7360656
118.57,118.06,119.08,894.56,4,5,27.9902,10.06793545,0.0067056
11.01333333,9.43,14.03,12.7,1,9,99.9917,35.27078101,0.001864
11.80666667,10.7,13.53,12.7,2,11,27.459,7.210247081,0.0032776
86.765,85.92,87.61,572.49,3,7,97.2976,40.63318176,95.3426848
107.58,107.58,107.58,894.56,4,3,87.3374,65.3881026,0.0061056
17.855,15.51,21.51,12.7,1,15,99.9896,58.03642891,0.0017904
13.72333333,13.24,14.09,12.7,2,11,99.6506,49.7298058,0.0106048
81.585,81.22,81.95,572.49,3,7,97.4807,50.57873449,95.931736
103.52,103.52,103.52,894.56,4,4,99.9729,36.10949883,0.0065152
28.68,6.47,67.85,12.7,1,19,74.0086,55.56854946,0.002068
6.48,6.48,6.48,12.7,2,4,99.2254,54.64359291,0.0168568
90.69333333,90.36,90.96,572.49,3,9,27.7728,6.930592459,96.1127912
117.965,117.4,118.53,894.56,4,5,75.8156,12.16650153,0.0083592
18.24,6.03,23.32,12.7,1,19,99.9105,61.42402417,0.0018648
5.75,5.75,5.75,12.7,2,4,29.5903,9.250869584,0.0180824
72.39,72.39,72.39,572.49,3,3,67.4871,13.51015267,95.3572056
108.57,108.57,108.57,894.56,4,3,98.0156,30.98694264,0.0039656
10.8,10.69,10.91,12.7,1,5,56.0903,15.88920992,0.00194
13.375,10.53,17.36,12.7,2,13,76.7736,17.23101573,0.00304
88.60666667,86.66,91.47,572.49,3,9,26.6224,9.06882097,96.3840528
104.99,104.99,104.99,894.56,4,4,27.3338,12.2458264,0.0083104
8.37,8.37,8.37,12.7,1,3,99.9937,41.86057669,0.0018016
8.59,7.8,9.38,12.7,2,7,25.3294,42.49596302,0.00278
90.26,87.97,92.55,572.49,3,10,97.2926,30.35861781,96.1016272
118.5,118.47,118.53,894.56,4,5,99.8212,70.86912159,0.0064824
7.84,7.61,8.07,12.7,1,8,99.9938,67.80667466,0.0018624
14.985,14.98,14.99,12.7,2,9,100.1877,50.36979317,0.0029472
74.68,74.68,74.68,572.49,3,4,97.3369,66.08896147,96.0787024
